"Hour","Year","Month","Day","Minute","road_num","road_name","functional_road_class_desc","current_speed","free_flow_speed","speed_diff","current_travel_time","free_flow_travel_time","time_diff","creation_date.x","description","cause_of_incident","from_road","to_road","affected_roads","incident_category_desc","magnitude_of_delay_desc","length_in_meters","delay_in_seconds","incident_date","latitude","longitude","temperature","atmospheric_pressure","humidity","wind_speed","clouds","precipitation","current_luminosity","sunrise","sunset","creation_date.y"
15,2019,7,5,20,2,"Avenida Central","Unknown Road",10,18,8,580,322,258,"2019-07-05 15:28:40.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",504,172,"2019-07-05 15:28:39.436000",41.5517803,-8.4215677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,7,5,0,1,"Avenida da Liberdade","Local High Importance Road",18,24,6,37,28,9,"2019-07-05 16:08:41.000000","queuing traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Moderate",462,210,"2019-07-05 16:08:39.472000",41.5515577,-8.4172319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,7,5,0,2,"Avenida Central","Unknown Road",9,20,11,645,290,355,"2019-07-05 16:08:41.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",504,218,"2019-07-05 16:08:39.472000",41.5517803,-8.4215677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,7,5,20,2,"Avenida Central","Unknown Road",10,19,9,580,305,275,"2019-07-05 16:28:44.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",464,167,"2019-07-05 16:28:42.268000",41.5517763,-8.4220532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,7,5,40,2,"Avenida Central","Unknown Road",9,18,9,645,322,323,"2019-07-05 16:48:41.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",282,126,"2019-07-05 16:48:39.579000",41.5546369,-8.4170361,23,1017,64,2,0,0,"LIGHT","2019-07-05 05:05:20.000000","2019-07-05 20:10:46.000000","2019-07-05 16:48:39.000000"
17,2019,7,5,0,1,"Avenida da Liberdade","Local High Importance Road",19,23,4,35,29,6,"2019-07-05 17:08:42.000000","stationary traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Major",388,241,"2019-07-05 17:08:40.537000",41.551095,-8.4178569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2019,7,5,20,1,"Avenida da Liberdade","Local High Importance Road",15,24,9,44,28,16,"2019-07-05 17:28:42.000000","queuing traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Moderate",462,221,"2019-07-05 17:28:40.443000",41.5515577,-8.4172319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2019,7,5,20,2,"Avenida Central","Unknown Road",13,19,6,446,305,141,"2019-07-05 17:28:42.000000","queuing traffic","","Avenida Central (Rua De Santa Margarida)","N101 (Rua De Santa Margarida)","","Jam","Moderate",608,129,"2019-07-05 17:28:40.443000",41.5520968,-8.4171407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,7,5,0,2,"Avenida Central","Unknown Road",10,19,9,580,305,275,"2019-07-05 18:08:41.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",393,173,"2019-07-05 18:08:39.461000",41.5517602,-8.4229048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,7,5,20,1,"Avenida da Liberdade","Local High Importance Road",23,23,0,29,29,0,"2019-07-05 18:28:42.000000","stationary traffic","","Rua do Matadouro / Avenida SÃ£o Miguel Carvalheiras","Rua do Raio / Avenida da Liberdade","","Jam","Major",171,163,"2019-07-05 18:28:40.502000",41.5495487,-8.4238449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2019,7,6,0,2,"Avenida Central","Unknown Road",12,19,7,484,305,179,"2019-07-06 09:08:41.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",301,168,"2019-07-06 09:08:39.698000",41.5545094,-8.4170402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2019,7,6,20,2,"Avenida Central","Unknown Road",13,18,5,446,322,124,"2019-07-06 09:28:44.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",158,138,"2019-07-06 09:28:42.092000",41.5535211,-8.4170925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2019,7,6,20,2,"Avenida Central","Unknown Road",11,19,8,528,305,223,"2019-07-06 10:28:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",472,175,"2019-07-06 10:28:39.704000",41.5517763,-8.4219593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2019,7,6,20,2,"Avenida Central","Unknown Road",11,19,8,528,305,223,"2019-07-06 10:28:41.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",472,175,"2019-07-06 10:28:39.704000",41.5517763,-8.4219593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2019,7,6,40,2,"Avenida Central","Unknown Road",9,18,9,645,322,323,"2019-07-06 10:48:41.000000","queuing traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Moderate",464,241,"2019-07-06 10:48:39.497000",41.5517763,-8.4220532,22,1015,73,3,20,0,"LIGHT","2019-07-06 05:05:56.000000","2019-07-06 20:10:30.000000","2019-07-06 10:48:39.000000"
11,2019,7,6,0,2,"Avenida Central","Unknown Road",12,19,7,484,305,179,"2019-07-06 11:08:41.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",274,130,"2019-07-06 11:08:39.644000",41.5523234,-8.4235727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2019,7,6,0,1,"Avenida da Liberdade","Local High Importance Road",23,23,0,29,29,0,"2019-07-06 15:08:41.000000","queuing traffic","","Avenida da Liberdade (N101) / Avenida Doutor Francisco Pires GonÃ§alves","Avenida Doutor PorfÃ­rio da Silva / Rua de Baixo","","Jam","Moderate",381,127,"2019-07-06 15:08:39.518000",41.5430256,-8.4181653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2019,7,6,0,1,"Avenida da Liberdade","Local High Importance Road",23,23,0,29,29,0,"2019-07-06 17:08:41.000000","stationary traffic","","Avenida da Liberdade (N101)","Avenida 31 de Janeiro / Rua Beato Miguel de Carvalho","","Jam","Major",221,199,"2019-07-06 17:08:39.425000",41.5489573,-8.4182941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2019,7,7,20,1,"Avenida da Liberdade","Local High Importance Road",24,24,0,28,28,0,"2019-07-07 14:28:41.000000","stationary traffic","","Rua do Matadouro / Avenida SÃ£o Miguel Carvalheiras","Rua do Raio / Avenida da Liberdade","","Jam","Major",251,173,"2019-07-07 14:28:39.424000",41.5497874,-8.4247488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2019,7,7,40,1,"Avenida da Liberdade","Local High Importance Road",24,24,0,28,28,0,"2019-07-07 14:48:41.000000","stationary traffic","","Rua do Matadouro / Avenida SÃ£o Miguel Carvalheiras","Rua do Raio / Avenida da Liberdade","","Jam","Major",171,144,"2019-07-07 14:48:39.346000",41.5495487,-8.4238449,23,1015,77,4,20,0,"LIGHT","2019-07-07 05:06:34.000000","2019-07-07 20:10:12.000000","2019-07-07 14:48:39.000000"
9,2019,7,8,0,1,"Avenida da Liberdade","Local High Importance Road",19,24,5,35,28,7,"2019-07-08 09:08:41.000000","stationary traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Major",388,257,"2019-07-08 09:08:39.505000",41.551095,-8.4178569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2019,7,8,20,2,"Avenida Central","Unknown Road",10,19,9,580,305,275,"2019-07-08 10:28:40.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",397,172,"2019-07-08 10:28:39.255000",41.5517629,-8.4228579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2019,7,8,40,2,"Avenida Central","Unknown Road",7,19,12,829,305,524,"2019-07-08 14:48:41.000000","stationary traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Major",409,420,"2019-07-08 14:48:40.065000",41.5517696,-8.4227157,22,1015,88,3,75,0,"LIGHT","2019-07-08 05:07:13.000000","2019-07-08 20:09:51.000000","2019-07-08 14:48:41.000000"
15,2019,7,8,0,2,"Avenida Central","Unknown Road",10,19,9,580,305,275,"2019-07-08 15:08:42.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",269,248,"2019-07-08 15:08:41.372000",41.5545135,-8.4170402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2019,7,8,0,2,"Avenida Central","Unknown Road",10,19,9,580,305,275,"2019-07-08 15:08:43.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",269,248,"2019-07-08 15:08:41.372000",41.5545135,-8.4170402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2019,7,8,0,2,"Avenida Central","Unknown Road",10,19,9,580,305,275,"2019-07-08 15:08:42.000000","slow traffic","","Avenida Central (N101)","Rua Conselheiro Lobato (N101)","N101","Jam","Minor",910,149,"2019-07-08 15:08:41.372000",41.5515134,-8.4232642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2019,7,8,0,2,"Avenida Central","Unknown Road",10,19,9,580,305,275,"2019-07-08 15:08:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",504,193,"2019-07-08 15:08:41.372000",41.5517803,-8.4215677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2019,7,8,0,2,"Avenida Central","Unknown Road",10,19,9,580,305,275,"2019-07-08 15:08:43.000000","slow traffic","","Avenida Central (N101)","Rua Conselheiro Lobato (N101)","N101","Jam","Minor",910,149,"2019-07-08 15:08:41.372000",41.5515134,-8.4232642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2019,7,8,0,2,"Avenida Central","Unknown Road",10,19,9,580,305,275,"2019-07-08 15:08:43.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",504,193,"2019-07-08 15:08:41.372000",41.5517803,-8.4215677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2019,7,8,40,1,"Avenida da Liberdade","Local High Importance Road",18,24,6,37,28,9,"2019-07-08 15:48:40.000000","stationary traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Major",462,272,"2019-07-08 15:48:39.253000",41.5515577,-8.4172319,21,1015,77,2,75,0,"LIGHT","2019-07-08 05:07:13.000000","2019-07-08 20:09:51.000000","2019-07-08 15:48:39.000000"
16,2019,7,8,0,1,"Avenida da Liberdade","Local High Importance Road",18,24,6,37,28,9,"2019-07-08 16:08:41.000000","stationary traffic","","Avenida 31 de Janeiro","Avenida da Liberdade","","Jam","Major",477,351,"2019-07-08 16:08:40.195000",41.5515577,-8.4172319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,7,8,0,2,"Avenida Central","Unknown Road",10,20,10,580,290,290,"2019-07-08 16:08:41.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",301,171,"2019-07-08 16:08:40.195000",41.5545094,-8.4170402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,7,8,20,1,"Avenida da Liberdade","Local High Importance Road",17,24,7,39,28,11,"2019-07-08 16:28:40.000000","queuing traffic","","Avenida 31 de Janeiro","Avenida da Liberdade","","Jam","Moderate",477,164,"2019-07-08 16:28:39.276000",41.5515577,-8.4172319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,7,8,20,2,"Avenida Central","Unknown Road",10,19,9,580,305,275,"2019-07-08 16:28:40.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",282,197,"2019-07-08 16:28:39.276000",41.5546369,-8.4170361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,7,8,40,1,"Avenida da Liberdade","Local High Importance Road",17,24,7,39,28,11,"2019-07-08 16:48:41.000000","stationary traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Major",462,364,"2019-07-08 16:48:39.264000",41.5515577,-8.4172319,20,1015,82,2,75,0,"LIGHT","2019-07-08 05:07:13.000000","2019-07-08 20:09:51.000000","2019-07-08 16:48:39.000000"
17,2019,7,8,0,1,"Avenida da Liberdade","Local High Importance Road",17,24,7,39,28,11,"2019-07-08 17:08:41.000000","queuing traffic","","Avenida 31 de Janeiro","Avenida da Liberdade","","Jam","Moderate",477,185,"2019-07-08 17:08:39.241000",41.5515577,-8.4172319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2019,7,8,20,1,"Avenida da Liberdade","Local High Importance Road",11,23,12,61,29,32,"2019-07-08 17:28:41.000000","stationary traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Major",462,337,"2019-07-08 17:28:39.389000",41.5515577,-8.4172319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2019,7,8,20,2,"Avenida Central","Unknown Road",11,18,7,528,322,206,"2019-07-08 17:28:41.000000","queuing traffic","","Avenida Central (Rua De Santa Margarida)","N101 (Rua De Santa Margarida)","","Jam","Moderate",595,138,"2019-07-08 17:28:39.389000",41.5520968,-8.4171407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2019,7,8,40,1,"Avenida da Liberdade","Local High Importance Road",18,23,5,37,29,8,"2019-07-08 17:48:40.000000","stationary traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Major",388,231,"2019-07-08 17:48:39.235000",41.551095,-8.4178569,21,1015,78,1,75,0,"LIGHT","2019-07-08 05:07:13.000000","2019-07-08 20:09:51.000000","2019-07-08 17:48:39.000000"
18,2019,7,8,0,1,"Avenida da Liberdade","Local High Importance Road",24,24,0,28,28,0,"2019-07-08 18:08:41.000000","queuing traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Moderate",462,238,"2019-07-08 18:08:40.030000",41.5515577,-8.4172319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,7,8,0,2,"Avenida Central","Unknown Road",13,19,6,446,305,141,"2019-07-08 18:08:41.000000","slow traffic","","Avenida Central (N101)","Rua Do Conselheiro Bento Miguel (N101)","N101","Jam","Minor",699,192,"2019-07-08 18:08:40.030000",41.5523221,-8.4235727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,7,8,0,2,"Avenida Central","Unknown Road",13,19,6,446,305,141,"2019-07-08 18:08:41.000000","stationary traffic","","Avenida Central (Rua De Santa Margarida)","N101 (Rua De Santa Margarida)","","Jam","Major",608,312,"2019-07-08 18:08:40.030000",41.5520968,-8.4171407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2019,7,9,20,1,"Avenida da Liberdade","Local High Importance Road",16,24,8,42,28,14,"2019-07-09 08:28:41.000000","stationary traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Major",388,365,"2019-07-09 08:28:39.378000",41.551095,-8.4178569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2019,7,9,20,2,"Avenida Central","Unknown Road",11,18,7,528,322,206,"2019-07-09 08:28:41.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",269,189,"2019-07-09 08:28:39.378000",41.5545135,-8.4170402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2019,7,9,40,2,"Avenida Central","Unknown Road",15,19,4,387,305,82,"2019-07-09 08:48:40.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",269,184,"2019-07-09 08:48:39.205000",41.5545135,-8.4170402,19,1017,93,2,40,0,"LIGHT","2019-07-09 05:07:53.000000","2019-07-09 20:09:29.000000","2019-07-09 08:48:39.000000"
8,2019,7,9,40,1,"Avenida da Liberdade","Local High Importance Road",10,23,13,67,29,38,"2019-07-09 08:48:40.000000","stationary traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Major",462,400,"2019-07-09 08:48:39.205000",41.5515577,-8.4172319,19,1017,93,2,40,0,"LIGHT","2019-07-09 05:07:53.000000","2019-07-09 20:09:29.000000","2019-07-09 08:48:39.000000"
9,2019,7,9,0,1,"Avenida da Liberdade","Local High Importance Road",10,23,13,67,29,38,"2019-07-09 09:08:40.000000","stationary traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Major",388,260,"2019-07-09 09:08:39.376000",41.551095,-8.4178569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2019,7,9,40,2,"Avenida Central","Unknown Road",13,19,6,446,305,141,"2019-07-09 09:48:41.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",269,176,"2019-07-09 09:48:39.423000",41.5545135,-8.4170402,20,1017,83,2,20,0,"LIGHT","2019-07-09 05:07:53.000000","2019-07-09 20:09:29.000000","2019-07-09 09:48:39.000000"
10,2019,7,9,0,2,"Avenida Central","Unknown Road",9,18,9,645,322,323,"2019-07-09 10:08:41.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",269,171,"2019-07-09 10:08:39.532000",41.5545135,-8.4170402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2019,7,9,0,2,"Avenida Central","Unknown Road",9,18,9,645,322,323,"2019-07-09 10:08:41.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",327,167,"2019-07-09 10:08:39.532000",41.5518473,-8.4235593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,7,9,20,1,"Avenida da Liberdade","Local High Importance Road",14,23,9,48,29,19,"2019-07-09 16:28:41.000000","slow traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Minor",462,128,"2019-07-09 16:28:39.347000",41.5515577,-8.4172319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,7,9,40,1,"Avenida da Liberdade","Local High Importance Road",12,23,11,56,29,27,"2019-07-09 16:48:41.000000","queuing traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Moderate",388,185,"2019-07-09 16:48:39.395000",41.551095,-8.4178569,27,1015,73,4,0,0,"LIGHT","2019-07-09 05:07:53.000000","2019-07-09 20:09:29.000000","2019-07-09 16:48:39.000000"
17,2019,7,9,0,2,"Avenida Central","Unknown Road",11,19,8,528,305,223,"2019-07-09 17:08:41.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",409,126,"2019-07-09 17:08:39.337000",41.5517696,-8.4227157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2019,7,10,0,2,"Avenida Central","Unknown Road",11,19,8,528,305,223,"2019-07-10 10:08:41.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",397,182,"2019-07-10 10:08:39.377000",41.5517629,-8.4228579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2019,7,10,20,2,"Avenida Central","Unknown Road",11,19,8,528,305,223,"2019-07-10 10:28:41.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",397,181,"2019-07-10 10:28:39.297000",41.5517629,-8.4228579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2019,7,10,0,2,"Avenida Central","Unknown Road",14,18,4,414,322,92,"2019-07-10 13:08:42.000000","queuing traffic","","Rua Doutor Francisco Duarte (Avenida 31 De Janeiro)","Avenida Central (Avenida 31 De Janeiro)","","Jam","Moderate",467,188,"2019-07-10 13:08:40.932000",41.5478414,-8.4146302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2019,7,10,0,2,"Avenida Central","Unknown Road",11,18,7,528,322,206,"2019-07-10 15:08:41.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",158,154,"2019-07-10 15:08:39.510000",41.5535211,-8.4170925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2019,7,10,40,1,"Avenida da Liberdade","Local High Importance Road",19,24,5,35,28,7,"2019-07-10 15:48:40.000000","stationary traffic","","Avenida da Imaculada ConceiÃ§Ã£o (N14) / Rua SÃ¡ de Miranda","Avenida da Liberdade (N101)","","Jam","Major",157,150,"2019-07-10 15:48:39.252000",41.5466237,-8.422025,33,1015,40,2,0,0,"LIGHT","2019-07-10 05:08:34.000000","2019-07-10 20:09:04.000000","2019-07-10 15:48:39.000000"
16,2019,7,10,20,2,"Avenida Central","Unknown Road",8,18,10,726,322,404,"2019-07-10 16:28:41.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",327,139,"2019-07-10 16:28:39.300000",41.5518473,-8.4235593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2019,7,10,40,2,"Avenida Central","Unknown Road",12,18,6,484,322,162,"2019-07-10 17:48:44.000000","queuing traffic","","Avenida Central (Rua De Santa Margarida)","N101 (Rua De Santa Margarida)","","Jam","Moderate",554,162,"2019-07-10 17:48:42.670000",41.5525782,-8.4171354,30,1014,48,5,0,0,"LIGHT","2019-07-10 05:08:34.000000","2019-07-10 20:09:04.000000","2019-07-10 17:48:39.000000"
21,2019,7,10,20,1,"Avenida da Liberdade","Local High Importance Road",24,24,0,28,28,0,"2019-07-10 21:28:41.000000","stationary traffic","","N14","Avenida da Liberdade (N101) / N309","","Jam","Major",216,253,"2019-07-10 21:28:39.561000",41.5472473,-8.4179253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2019,7,10,20,1,"Avenida da Liberdade","Local High Importance Road",24,24,0,28,28,0,"2019-07-10 22:28:41.000000","queuing traffic","","Rua do Matadouro / Avenida SÃ£o Miguel Carvalheiras","Rua do Raio / Avenida da Liberdade","","Jam","Moderate",437,230,"2019-07-10 22:28:39.582000",41.5487789,-8.4280479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2019,7,10,40,1,"Avenida da Liberdade","Local High Importance Road",24,24,0,28,28,0,"2019-07-10 22:48:41.000000","queuing traffic","","Rua do Matadouro / Avenida SÃ£o Miguel Carvalheiras","Rua do Raio / Avenida da Liberdade","","Jam","Moderate",437,243,"2019-07-10 22:48:39.354000",41.5487789,-8.4280479,22,1014,64,3,0,0,"DARK","2019-07-10 05:08:34.000000","2019-07-10 20:09:04.000000","2019-07-10 22:48:39.000000"
9,2019,7,11,20,2,"Avenida Central","Unknown Road",13,18,5,446,322,124,"2019-07-11 09:28:41.000000","queuing traffic","","Rua Doutor Francisco Duarte (Avenida 31 De Janeiro)","Avenida Central (Avenida 31 De Janeiro)","","Jam","Moderate",467,175,"2019-07-11 09:28:39.413000",41.5478414,-8.4146302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2019,7,11,40,2,"Avenida Central","Unknown Road",13,19,6,446,305,141,"2019-07-11 09:48:40.000000","slow traffic","","Rua Doutor Francisco Duarte (Avenida 31 De Janeiro)","Avenida Central (Avenida 31 De Janeiro)","","Jam","Minor",467,150,"2019-07-11 09:48:39.345000",41.5478414,-8.4146302,27,1014,65,2,0,0,"LIGHT","2019-07-11 05:09:17.000000","2019-07-11 20:08:38.000000","2019-07-11 09:48:39.000000"
10,2019,7,11,40,2,"Avenida Central","Local High Importance Road",20,25,5,176,141,35,"2019-07-11 10:48:40.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",464,207,"2019-07-11 10:48:39.360000",41.5517763,-8.4220532,30,1014,69,2,0,0,"LIGHT","2019-07-11 05:09:17.000000","2019-07-11 20:08:38.000000","2019-07-11 10:48:39.000000"
16,2019,7,11,0,2,"Avenida Central","Local High Importance Road",19,24,5,185,147,38,"2019-07-11 16:08:41.000000","queuing traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Moderate",409,221,"2019-07-11 16:08:39.414000",41.5517696,-8.4227157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2019,7,11,20,2,"Avenida Central","Local High Importance Road",25,25,0,141,141,0,"2019-07-11 17:28:42.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",269,275,"2019-07-11 17:28:40.276000",41.5545135,-8.4170402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2019,7,12,20,1,"Avenida da Liberdade","Local High Importance Road",19,23,4,35,29,6,"2019-07-12 09:28:40.000000","stationary traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Major",193,276,"2019-07-12 09:28:39.352000",41.5500261,-8.4197143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2019,7,12,40,1,"Avenida da Liberdade","Local High Importance Road",18,24,6,37,28,9,"2019-07-12 09:48:41.000000","stationary traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Major",263,236,"2019-07-12 09:48:39.377000",41.5504083,-8.4190491,28,1014,69,2,0,0,"LIGHT","2019-07-12 05:10:01.000000","2019-07-12 20:08:09.000000","2019-07-12 09:48:39.000000"
11,2019,7,12,40,2,"Avenida Central","Local High Importance Road",20,25,5,176,141,35,"2019-07-12 11:48:40.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",192,201,"2019-07-12 11:48:39.307000",41.5535251,-8.4170925,30,1014,65,2,0,0,"LIGHT","2019-07-12 05:10:01.000000","2019-07-12 20:08:09.000000","2019-07-12 11:48:39.000000"
15,2019,7,12,0,2,"Avenida Central","Local High Importance Road",20,25,5,176,141,35,"2019-07-12 15:08:40.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",269,166,"2019-07-12 15:08:39.206000",41.5545135,-8.4170402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,7,12,40,2,"Avenida Central","Local High Importance Road",18,25,7,196,141,55,"2019-07-12 16:48:41.000000","stationary traffic","","Avenida Central (Rua De Santa Margarida)","N101 (Rua De Santa Margarida)","","Jam","Major",450,331,"2019-07-12 16:48:39.593000",41.5535157,-8.4170925,27,1014,54,3,0,0,"LIGHT","2019-07-12 05:10:01.000000","2019-07-12 20:08:09.000000","2019-07-12 16:48:39.000000"
17,2019,7,12,0,2,"Avenida Central","Local High Importance Road",25,25,0,141,141,0,"2019-07-12 17:08:41.000000","queuing traffic","","Avenida Central (Rua De Santa Margarida)","N101 (Rua De Santa Margarida)","","Jam","Moderate",554,132,"2019-07-12 17:08:39.250000",41.5525782,-8.4171354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
